country,world_region,year,children_per_woman,life_expectancy,income_per_person,is_oecd,income_groups,population,main_religion,child_mortality,life_expectancy_female,life_expectancy_male
Burkina Faso,sub_saharan_africa,2005,6.27,55.34,1266,FALSE,low_income,13421935,muslim,152.53,54.04,52.436
Burkina Faso,sub_saharan_africa,2006,6.19,55.92,1306,FALSE,low_income,13829173,muslim,144.86,54.721,53.265
Burkina Faso,sub_saharan_africa,2007,6.12,56.53,1339,FALSE,low_income,14252029,muslim,136.91,55.442,54.102
Burkina Faso,sub_saharan_africa,2008,6.04,57.19,1394,FALSE,low_income,14689725,muslim,129.03,56.178,54.924
Burkina Faso,sub_saharan_africa,2009,5.95,57.79,1392,FALSE,low_income,15141098,muslim,121.5,56.909,55.71
Burkina Faso,sub_saharan_africa,2010,5.87,58.26,1423,FALSE,low_income,15605211,muslim,114.39,57.616,56.441
Bangladesh,south_asia,1960,6.73,43.92,1129,FALSE,lower_middle_income,48013505,Muslim,260.24,44.628,46.077
Bangladesh,south_asia,1961,6.76,44.43,1170,FALSE,lower_middle_income,49362834,Muslim,253.85,45.215,46.672
Bangladesh,south_asia,1962,6.79,44.95,1142,FALSE,lower_middle_income,50752150,muslim,247.99,45.802,47.26
Bangladesh,south_asia,1963,6.83,45.44,1234,FALSE,lower_middle_income,52202008,muslim,242.58,46.375,47.825
Bangladesh,south_asia,1964,6.85,45.89,1223,FALSE,lower_middle_income,53741721,muslim,237.71,46.905,48.342
Bangladesh,south_asia,1965,6.88,46.18,1264,FALSE,lower_middle_income,55385114,Muslim,233.59,47.313,48.737
Bangladesh,south_asia,1966,6.9,46.22,1255,FALSE,lower_middle_income,57157651,muslim,230.22,47.501,48.921
Bangladesh,south_asia,1967,6.92,45.98,1203,FALSE,lower_middle_income,59034250,muslim,227.56,47.437,48.866
Bangladesh,south_asia,1968,6.94,45.47,1288,FALSE,lower_middle_income,60918452,muslim,225.52,47.139,48.59
Bangladesh,south_asia,1969,6.95,44.79,1280,FALSE,lower_middle_income,62679765,muslim,224.1,46.668,48.15
Bangladesh,south_asia,1970,6.95,44.08,1312,FALSE,lower_middle_income,64232486,muslim,223.13,46.163,47.677
Bangladesh,south_asia,1971,6.94,44.46,1222,FALSE,lower_middle_income,65531635,muslim,222.36,45.8,47.336
Bangladesh,south_asia,1972,6.93,52.2,1053,FALSE,lower_middle_income,66625706,muslim,221.54,45.717,47.256
Bangladesh,south_asia,1973,6.9,52.21,1037,FALSE,lower_middle_income,67637541,muslim,220.49,45.997,47.511
Bangladesh,south_asia,1974,6.87,51.57,1142,FALSE,lower_middle_income,68742222,muslim,219.01,46.648,48.11
Bangladesh,south_asia,1975,6.82,52.53,1105,FALSE,lower_middle_income,70066310,muslim,217.02,47.604,48.992
Bangladesh,south_asia,1976,6.76,52.74,1130,FALSE,lower_middle_income,71652386,muslim,214.39,48.738,50.038
Bangladesh,south_asia,1977,6.68,52.97,1106,FALSE,lower_middle_income,73463593,muslim,211.11,49.882,51.09
Bangladesh,south_asia,1978,6.59,53.26,1152,FALSE,lower_middle_income,75450033,muslim,207.32,50.901,52.023
Bangladesh,south_asia,1979,6.48,53.62,1171,FALSE,lower_middle_income,77529040,muslim,203.15,51.746,52.789
Bangladesh,south_asia,1980,6.36,53.95,1148,FALSE,lower_middle_income,79639498,muslim,198.73,52.406,53.377
Bangladesh,south_asia,1981,6.22,54.24,1153,FALSE,lower_middle_income,81767516,muslim,194.12,52.916,53.82
Bangladesh,south_asia,1982,6.06,54.52,1141,FALSE,lower_middle_income,83932132,muslim,189.28,53.369,54.204
Bangladesh,south_asia,1983,5.89,54.92,1170,FALSE,lower_middle_income,86142490,muslim,184.23,53.839,54.597
Bangladesh,south_asia,1984,5.71,55.4,1206,FALSE,lower_middle_income,88416529,muslim,178.92,54.351,55.022
Bangladesh,south_asia,1985,5.52,55.39,1216,FALSE,lower_middle_income,90764180,muslim,173.32,54.916,55.492
Bangladesh,south_asia,1986,5.33,56.37,1240,FALSE,lower_middle_income,93187593,muslim,167.51,55.532,56.001
Bangladesh,south_asia,1987,5.13,56.88,1263,FALSE,lower_middle_income,95671159,muslim,161.62,56.177,56.533
Bangladesh,south_asia,1988,4.93,57.24,1270,FALSE,lower_middle_income,98186350,muslim,155.64,56.837,57.076
Bangladesh,south_asia,1989,4.74,58.11,1272,FALSE,lower_middle_income,100695496,muslim,149.64,57.513,57.632
Bangladesh,south_asia,1990,4.55,58.25,1326,FALSE,lower_middle_income,103171957,Muslim,143.66,58.214,58.215
Bangladesh,south_asia,1991,4.37,56.83,1340,FALSE,lower_middle_income,105599125,muslim,137.67,58.954,58.842
Bangladesh,south_asia,1992,4.2,60.15,1382,FALSE,lower_middle_income,107983708,muslim,131.68,59.737,59.519
Bangladesh,south_asia,1993,4.03,60.94,1416,FALSE,lower_middle_income,110350641,muslim,125.66,60.559,60.242
Bangladesh,south_asia,1994,3.88,61.69,1440,FALSE,lower_middle_income,112737684,muslim,119.71,61.409,61
Bangladesh,south_asia,1995,3.73,62.14,1482,FALSE,lower_middle_income,115169933,muslim,113.89,62.268,61.769
Bangladesh,south_asia,1996,3.6,62.94,1516,FALSE,lower_middle_income,117649927,muslim,108.19,63.11,62.522
Bangladesh,south_asia,1997,3.47,63.71,1551,FALSE,lower_middle_income,120160571,muslim,102.64,63.915,63.231
Bangladesh,south_asia,1998,3.35,64.47,1598,FALSE,lower_middle_income,122682818,muslim,97.3,64.667,63.879
Bangladesh,south_asia,1999,3.23,65.16,1639,FALSE,lower_middle_income,125189655,muslim,92.19,65.359,64.456
Bangladesh,south_asia,2000,3.12,65.55,1692,FALSE,lower_middle_income,127657862,muslim,87.28,65.992,64.963
Bangladesh,south_asia,2001,3.01,66.08,1745,FALSE,lower_middle_income,130088709,muslim,82.65,66.574,65.408
Bangladesh,south_asia,2002,2.91,66.51,1779,FALSE,lower_middle_income,132478077,muslim,78.2,67.126,65.815
Bangladesh,south_asia,2003,2.8,66.84,1832,FALSE,lower_middle_income,134791598,muslim,73.99,67.661,66.203
Bangladesh,south_asia,2004,2.7,67.25,1897,FALSE,lower_middle_income,136986429,muslim,69.96,68.189,66.578
Bangladesh,south_asia,2005,2.61,67.57,1991,FALSE,lower_middle_income,139035505,muslim,66.12,68.715,66.949
Bangladesh,south_asia,2006,2.52,67.94,2095,FALSE,lower_middle_income,140921154,Muslim,62.4,69.24,67.318
Bangladesh,south_asia,2007,2.44,68.07,2216,FALSE,lower_middle_income,142660381,muslim,58.83,69.761,67.679
Bangladesh,south_asia,2008,2.38,68.5,2322,FALSE,lower_middle_income,144304164,muslim,55.41,70.272,68.031
Bangladesh,south_asia,2009,2.32,69.11,2413,FALSE,lower_middle_income,145924795,muslim,52.18,70.773,68.37
Bangladesh,south_asia,2010,2.28,69.52,2518,FALSE,lower_middle_income,147575433,muslim,49.1,71.257,68.694
Bulgaria,europe_central_asia,1960,2.25,69.17,5060,FALSE,upper_middle_income,7885607,christian,66.8,70.553,67.129
Bulgaria,europe_central_asia,1961,2.23,70.21,5331,FALSE,upper_middle_income,7953472,christian,55.34,71.207,67.737
Bulgaria,europe_central_asia,1962,2.21,69.5,5710,FALSE,upper_middle_income,8022157,christian,53.12,71.761,68.228
Bulgaria,europe_central_asia,1963,2.2,70.33,5914,FALSE,upper_middle_income,8090703,christian,43.84,72.207,68.594
Bulgaria,europe_central_asia,1964,2.18,71.13,6319,FALSE,upper_middle_income,8157834,christian,40.52,72.547,68.838
Bulgaria,europe_central_asia,1965,2.17,71.29,6642,FALSE,upper_middle_income,8222588,christian,37.51,72.791,68.971
Bulgaria,europe_central_asia,1966,2.15,71.22,7106,FALSE,upper_middle_income,8284449,christian,37.16,72.956,69.018
Bulgaria,europe_central_asia,1967,2.14,70.41,7430,FALSE,upper_middle_income,8343494,christian,36.51,73.068,69.009
Bulgaria,europe_central_asia,1968,2.13,71.24,7502,FALSE,upper_middle_income,8400012,christian,35.38,73.152,68.975
Bulgaria,europe_central_asia,1969,2.13,70.42,7795,FALSE,upper_middle_income,8454584,christian,33.97,73.224,68.934
Bulgaria,europe_central_asia,1970,2.14,71.26,8173,FALSE,upper_middle_income,8507541,christian,32.51,73.294,68.897
Bulgaria,europe_central_asia,1971,2.14,71.21,8381,FALSE,upper_middle_income,8559035,christian,31.2,73.363,68.868
Bulgaria,europe_central_asia,1972,2.16,71.24,8724,FALSE,upper_middle_income,8608660,christian,30.19,73.428,68.838
Bulgaria,europe_central_asia,1973,2.17,71.43,9007,FALSE,upper_middle_income,8655707,christian,29.55,73.485,68.802
Bulgaria,europe_central_asia,1974,2.18,71.38,9214,FALSE,upper_middle_income,8699174,christian,29.07,73.538,68.763
Bulgaria,europe_central_asia,1975,2.19,71.47,9909,FALSE,upper_middle_income,8738386,christian,28.6,73.593,68.723
Bulgaria,europe_central_asia,1976,2.19,71.53,10150,FALSE,upper_middle_income,8772556,christian,27.99,73.652,68.684
Bulgaria,europe_central_asia,1977,2.18,71.29,9991,FALSE,upper_middle_income,8801899,christian,27.13,73.719,68.646
Bulgaria,europe_central_asia,1978,2.17,71.44,10183,FALSE,upper_middle_income,8828030,christian,26.05,73.792,68.608
Bulgaria,europe_central_asia,1979,2.14,71.51,10550,FALSE,upper_middle_income,8853207,christian,24.9,73.874,68.572
Bulgaria,europe_central_asia,1980,2.11,71.47,10194,FALSE,upper_middle_income,8878787,christian,23.88,73.965,68.54
Bulgaria,europe_central_asia,1981,2.08,71.63,10419,FALSE,upper_middle_income,8905097,christian,23,74.067,68.512
Bulgaria,europe_central_asia,1982,2.06,71.49,10712,FALSE,upper_middle_income,8930708,christian,22.21,74.176,68.489
Bulgaria,europe_central_asia,1983,2.03,71.63,10472,FALSE,upper_middle_income,8953122,Christian,21.45,74.288,68.467
Bulgaria,europe_central_asia,1984,2.02,71.6,10781,FALSE,upper_middle_income,8968909,Christian,20.61,74.4,68.444
Bulgaria,europe_central_asia,1985,2,71.56,10422,FALSE,upper_middle_income,8975353,christian,19.65,74.506,68.413
Bulgaria,europe_central_asia,1986,1.98,71.75,10663,FALSE,upper_middle_income,8972555,christian,18.73,74.601,68.366
Bulgaria,europe_central_asia,1987,1.94,71.77,10651,FALSE,upper_middle_income,8960554,christian,18.09,74.683,68.299
Bulgaria,europe_central_asia,1988,1.9,71.82,10556,FALSE,upper_middle_income,8936652,christian,17.85,74.748,68.212
Bulgaria,europe_central_asia,1989,1.84,71.81,10341,FALSE,upper_middle_income,8897541,christian,17.96,74.795,68.109
Bulgaria,europe_central_asia,1990,1.77,71.7,9297,FALSE,upper_middle_income,8841466,christian,18.34,74.818,67.99
Bulgaria,europe_central_asia,1991,1.69,71.86,8597,FALSE,upper_middle_income,8767000,christian,18.83,74.813,67.861
Bulgaria,europe_central_asia,1992,1.6,71.44,8057,FALSE,upper_middle_income,8676379,christian,19.15,74.783,67.732
Bulgaria,europe_central_asia,1993,1.51,71.48,8002,FALSE,upper_middle_income,8576042,christian,19.21,74.737,67.614
Bulgaria,europe_central_asia,1994,1.42,70.92,8175,FALSE,upper_middle_income,8474822,christian,19.18,74.686,67.521
Bulgaria,europe_central_asia,1995,1.34,71.03,8446,FALSE,upper_middle_income,8379305,christian,19.27,74.648,67.468
Bulgaria,europe_central_asia,1996,1.28,70.95,8550,FALSE,upper_middle_income,8291970,christian,19.38,74.642,67.474
Bulgaria,europe_central_asia,1997,1.23,70.42,8508,FALSE,upper_middle_income,8211804,christian,19.29,74.681,67.543
Bulgaria,europe_central_asia,1998,1.2,70.94,9109,FALSE,upper_middle_income,8137669,christian,18.86,74.772,67.672
Bulgaria,europe_central_asia,1999,1.18,71.51,8390,FALSE,upper_middle_income,8067005,Christian,18.23,74.916,67.857
Bulgaria,europe_central_asia,2000,1.18,71.61,8833,FALSE,upper_middle_income,7997951,christian,17.51,75.106,68.084
Bulgaria,europe_central_asia,2001,1.19,71.9,9351,FALSE,upper_middle_income,7930700,christian,16.75,75.33,68.333
Bulgaria,europe_central_asia,2002,1.22,72.17,10123,FALSE,upper_middle_income,7866242,christian,15.95,75.569,68.585
Bulgaria,europe_central_asia,2003,1.26,72.42,10730,FALSE,upper_middle_income,7804306,Christian,15.09,75.807,68.824
Bulgaria,europe_central_asia,2004,1.3,72.54,11507,FALSE,upper_middle_income,7744630,christian,14.2,76.036,69.042
Bulgaria,europe_central_asia,2005,1.34,72.6,12420,FALSE,upper_middle_income,7686964,christian,13.3,76.253,69.241
Bulgaria,europe_central_asia,2006,1.38,72.68,13375,FALSE,upper_middle_income,7631020,christian,12.49,76.461,69.431
Bulgaria,europe_central_asia,2007,1.42,73.03,14463,FALSE,upper_middle_income,7576675,christian,11.87,76.667,69.627
Bulgaria,europe_central_asia,2008,1.45,73.35,15442,FALSE,upper_middle_income,7524084,christian,11.45,76.874,69.835
Bulgaria,europe_central_asia,2009,1.47,73.6,14985,FALSE,upper_middle_income,7473509,Christian,11.11,77.083,70.055
Bulgaria,europe_central_asia,2010,1.49,73.82,15283,FALSE,upper_middle_income,7425011,christian,10.74,77.289,70.278
Bahrain,middle_east_north_africa,1960,7.09,53.32,22613,FALSE,high_income,162429,muslim,198.79,55.392,48.944
Bahrain,middle_east_north_africa,1961,7.13,54.74,23124,FALSE,high_income,167899,muslim,182.22,56.65,50.419
Bahrain,middle_east_north_africa,1962,7.17,56.15,23716,FALSE,high_income,173140,muslim,166.26,57.894,51.889
Bahrain,middle_east_north_africa,1963,7.19,57.53,24440,FALSE,high_income,178142,muslim,151.61,59.104,53.33
Bahrain,middle_east_north_africa,1964,7.19,58.85,25300,FALSE,high_income,182888,muslim,138.15,60.266,54.721
Bahrain,middle_east_north_africa,1965,7.17,60.11,26352,FALSE,high_income,187432,muslim,125.49,61.367,56.043
Bahrain,middle_east_north_africa,1966,7.1,61.3,27493,FALSE,high_income,191785,Muslim,113.83,62.403,57.288
Bahrain,middle_east_north_africa,1967,7,62.43,28732,FALSE,high_income,196060,muslim,103.03,63.378,58.458
Bahrain,middle_east_north_africa,1968,6.86,63.49,29983,FALSE,high_income,200652,muslim,93.1,64.296,59.559
Bahrain,middle_east_north_africa,1969,6.69,64.49,31310,FALSE,high_income,206037,muslim,84.04,65.157,60.589
Bahrain,middle_east_north_africa,1970,6.5,65.42,32805,FALSE,high_income,212607,Muslim,75.77,65.959,61.547
Bahrain,middle_east_north_africa,1971,6.29,66.1,34470,FALSE,high_income,220311,muslim,68.36,66.702,62.437
Bahrain,middle_east_north_africa,1972,6.09,66.7,36311,FALSE,high_income,229151,muslim,61.78,67.39,63.266
Bahrain,middle_east_north_africa,1973,5.9,67.4,37827,FALSE,high_income,239527,muslim,56,68.027,64.043
Bahrain,middle_east_north_africa,1974,5.72,68.03,39515,FALSE,high_income,251908,muslim,50.99,68.616,64.771
Bahrain,middle_east_north_africa,1975,5.56,68.49,33865,FALSE,high_income,266540,muslim,46.65,69.161,65.457
Bahrain,middle_east_north_africa,1976,5.41,69.06,37218,FALSE,high_income,283746,muslim,42.93,69.665,66.102
Bahrain,middle_east_north_africa,1977,5.28,69.59,38324,FALSE,high_income,303169,muslim,39.68,70.131,66.709
Bahrain,middle_east_north_africa,1978,5.16,70.08,38049,FALSE,high_income,323468,muslim,36.85,70.562,67.278
Bahrain,middle_east_north_africa,1979,5.04,70.6,36365,FALSE,high_income,342804,muslim,34.37,70.961,67.81
Bahrain,middle_east_north_africa,1980,4.92,71.09,37773,FALSE,high_income,359897,muslim,32.2,71.329,68.305
Bahrain,middle_east_north_africa,1981,4.8,71.69,37105,FALSE,high_income,374120,muslim,30.35,71.664,68.759
Bahrain,middle_east_north_africa,1982,4.69,71.63,37953,FALSE,high_income,385953,muslim,28.77,71.967,69.172
Bahrain,middle_east_north_africa,1983,4.58,71.43,39024,FALSE,high_income,396451,muslim,27.36,72.24,69.543
Bahrain,middle_east_north_africa,1984,4.47,71.26,39128,FALSE,high_income,407233,muslim,26.12,72.486,69.878
Bahrain,middle_east_north_africa,1985,4.36,71.58,37537,FALSE,high_income,419428,muslim,25.09,72.71,70.182
Bahrain,middle_east_north_africa,1986,4.25,71.09,37016,FALSE,high_income,433478,Muslim,24.29,72.916,70.46
Bahrain,middle_east_north_africa,1987,4.13,70.74,36484,FALSE,high_income,448981,muslim,23.72,73.109,70.718
Bahrain,middle_east_north_africa,1988,4,70.57,36555,FALSE,high_income,465198,muslim,23.37,73.293,70.963
Bahrain,middle_east_north_africa,1989,3.87,70.56,36259,FALSE,high_income,481081,muslim,23.17,73.472,71.201
Bahrain,middle_east_north_africa,1990,3.74,70.48,35113,FALSE,high_income,495927,muslim,22.98,73.651,71.435
Bahrain,middle_east_north_africa,1991,3.6,70.46,37997,FALSE,high_income,509762,Muslim,22.62,73.83,71.667
Bahrain,middle_east_north_africa,1992,3.47,70.42,39506,FALSE,high_income,523082,muslim,21.99,74.01,71.895
Bahrain,middle_east_north_africa,1993,3.34,70.56,43499,FALSE,high_income,536212,muslim,20.98,74.19,72.119
Bahrain,middle_east_north_africa,1994,3.21,70.77,42335,FALSE,high_income,549590,Muslim,19.64,74.37,72.34
Bahrain,middle_east_north_africa,1995,3.1,70.95,42897,FALSE,high_income,563698,Muslim,18.12,74.55,72.56
Bahrain,middle_east_north_africa,1996,3.01,71.16,43505,FALSE,high_income,578661,muslim,16.61,74.73,72.782
Bahrain,middle_east_north_africa,1997,2.93,71.37,43624,FALSE,high_income,594927,muslim,15.23,74.909,73.006
Bahrain,middle_east_north_africa,1998,2.86,71.71,44316,FALSE,high_income,613697,muslim,14.09,75.085,73.229
Bahrain,middle_east_north_africa,1999,2.81,72.36,44563,FALSE,high_income,636540,muslim,13.2,75.258,73.452
Bahrain,middle_east_north_africa,2000,2.77,72.59,44943,FALSE,high_income,664610,muslim,12.52,75.43,73.669
Bahrain,middle_east_north_africa,2001,2.72,73.7,43887,FALSE,high_income,697550,muslim,12.01,75.601,73.877
Bahrain,middle_east_north_africa,2002,2.67,74.15,43148,FALSE,high_income,735140,muslim,11.61,75.771,74.072
Bahrain,middle_east_north_africa,2003,2.6,74.18,43188,FALSE,high_income,778708,muslim,11.27,75.942,74.253
Bahrain,middle_east_north_africa,2004,2.53,74.43,43356,FALSE,high_income,829846,muslim,10.95,76.112,74.42
Bahrain,middle_east_north_africa,2005,2.45,75.1,43202,FALSE,high_income,889157,muslim,10.62,76.282,74.574
Bahrain,middle_east_north_africa,2006,2.37,75.72,42673,FALSE,high_income,958423,muslim,10.22,76.45,74.719
Bahrain,middle_east_north_africa,2007,2.29,76.46,42754,FALSE,high_income,1035924,muslim,9.79,76.615,74.857
Bahrain,middle_east_north_africa,2008,2.23,77.11,42216,FALSE,high_income,1114645,muslim,9.35,76.776,74.994
Bahrain,middle_east_north_africa,2009,2.18,77.8,40716,FALSE,high_income,1185075,muslim,8.92,76.933,75.131
Bahrain,middle_east_north_africa,2010,2.14,78.23,40571,FALSE,high_income,1240864,muslim,8.53,77.087,75.268
Bahamas,america,1960,4.5,62.38,16964,FALSE,high_income,109532,christian,35.62,66.383,62.85
Bahamas,america,1961,4.5,62.71,17993,FALSE,high_income,115119,christian,34.54,66.564,62.969
Bahamas,america,1962,4.45,63.04,19032,FALSE,high_income,121092,christian,33.48,66.744,63.056
Bahamas,america,1963,4.36,63.35,20148,FALSE,high_income,127340,christian,32.46,66.925,63.111
Bahamas,america,1964,4.22,63.66,21360,FALSE,high_income,133705,christian,31.51,67.112,63.14
Bahamas,america,1965,4.06,63.96,22685,FALSE,high_income,140060,christian,30.68,67.309,63.15
Bahamas,america,1966,3.89,64.25,23853,FALSE,high_income,146381,christian,30.04,67.519,63.152
Bahamas,america,1967,3.75,64.54,25265,FALSE,high_income,152621,christian,29.63,67.743,63.155
Bahamas,america,1968,3.64,64.82,26555,FALSE,high_income,158648,christian,29.43,67.979,63.17
Bahamas,america,1969,3.57,65.09,28166,FALSE,high_income,164265,christian,29.92,68.225,63.205
Bahamas,america,1970,3.53,65.36,25974,FALSE,high_income,169376,Christian,30.39,68.477,63.266
Bahamas,america,1971,3.5,65.83,25730,FALSE,high_income,173894,christian,30.86,68.732,63.359
Bahamas,america,1972,3.47,66.24,24291,FALSE,high_income,177863,christian,31.22,68.983,63.478
Bahamas,america,1973,3.41,66.84,25622,FALSE,high_income,181519,christian,31.47,69.227,63.619
Bahamas,america,1974,3.33,67.23,20927,FALSE,high_income,185105,christian,31.57,69.459,63.775
Bahamas,america,1975,3.23,67.31,17484,FALSE,high_income,188895,christian,31.46,69.676,63.934
Bahamas,america,1976,3.14,67.67,18020,FALSE,high_income,192903,christian,31.2,69.871,64.082
Bahamas,america,1977,3.06,67.91,19263,FALSE,high_income,197100,christian,30.83,70.048,64.211
Bahamas,america,1978,3.01,68.12,21528,FALSE,high_income,201482,christian,30.41,70.213,64.318
Bahamas,america,1979,2.99,68.37,26578,FALSE,high_income,205991,christian,29.94,70.371,64.407
Bahamas,america,1980,2.99,68.62,27701,FALSE,high_income,210589,christian,29.48,70.536,64.488
Bahamas,america,1981,2.99,68.87,24610,FALSE,high_income,215321,christian,29.06,70.719,64.577
Bahamas,america,1982,2.99,69.16,25694,FALSE,high_income,220182,christian,28.69,70.93,64.69
Bahamas,america,1983,2.97,69.49,26055,FALSE,high_income,225095,christian,28.41,71.176,64.84
Bahamas,america,1984,2.92,69.79,29143,FALSE,high_income,229913,christian,28.14,71.459,65.031
Bahamas,america,1985,2.86,69.76,29963,FALSE,high_income,234579,christian,27.79,71.78,65.264
Bahamas,america,1986,2.79,69.92,29955,FALSE,high_income,239020,christian,27.26,72.137,65.535
Bahamas,america,1987,2.73,70.17,30329,FALSE,high_income,243265,christian,26.53,72.52,65.833
Bahamas,america,1988,2.68,70.53,30526,FALSE,high_income,247451,christian,25.63,72.912,66.143
Bahamas,america,1989,2.65,70.86,32049,FALSE,high_income,251738,christian,24.6,73.303,66.455
Bahamas,america,1990,2.64,71.13,31006,FALSE,high_income,256227,christian,23.51,73.678,66.756
Bahamas,america,1991,2.63,71.29,29164,FALSE,high_income,261007,christian,22.43,74.025,67.037
Bahamas,america,1992,2.62,71.24,27519,FALSE,high_income,266028,christian,21.39,74.338,67.293
Bahamas,america,1993,2.6,70.97,27091,FALSE,high_income,271065,Christian,20.39,74.608,67.522
Bahamas,america,1994,2.57,70.77,27460,FALSE,high_income,275849,christian,19.45,74.831,67.723
Bahamas,america,1995,2.51,70.84,28219,FALSE,high_income,280179,christian,18.53,75,67.897
Bahamas,america,1996,2.44,70.49,29017,FALSE,high_income,283980,christian,17.67,75.114,68.053
Bahamas,america,1997,2.36,71.31,29267,FALSE,high_income,287363,christian,16.93,75.179,68.2
Bahamas,america,1998,2.26,71.79,30306,FALSE,high_income,290600,christian,16.35,75.204,68.343
Bahamas,america,1999,2.17,71.14,32089,FALSE,high_income,294063,christian,15.93,75.196,68.485
Bahamas,america,2000,2.07,71.46,32973,FALSE,high_income,298045,christian,15.66,75.16,68.623
Bahamas,america,2001,1.99,71.64,33328,FALSE,high_income,302618,Christian,15.52,75.101,68.752
Bahamas,america,2002,1.93,72.4,33668,FALSE,high_income,307657,christian,15.42,75.025,68.866
Bahamas,america,2003,1.89,72.92,32662,FALSE,high_income,313123,christian,15.29,74.942,68.964
Bahamas,america,2004,1.86,72.87,32355,FALSE,high_income,318893,christian,15.11,74.859,69.049
Bahamas,america,2005,1.86,73.36,32839,FALSE,high_income,324848,christian,14.87,74.782,69.124
Bahamas,america,2006,1.87,73.01,33038,FALSE,high_income,331032,christian,14.54,74.715,69.197
Bahamas,america,2007,1.87,73.51,32884,FALSE,high_income,337387,christian,14.15,74.659,69.275
Bahamas,america,2008,1.88,73.51,31532,FALSE,high_income,343680,christian,13.73,74.619,69.367
Bahamas,america,2009,1.88,73.35,29703,FALSE,high_income,349600,christian,13.29,74.6,69.478
Bahamas,america,2010,1.87,73.42,29707,FALSE,high_income,354936,christian,12.87,74.614,69.619
Bosnia and Herzegovina,europe_central_asia,1960,3.8,61.72,2225,FALSE,upper_middle_income,3225664,,147.74,61.941,58.68
Bosnia and Herzegovina,europe_central_asia,1961,3.74,62.42,2236,FALSE,upper_middle_income,3288604,,138.21,62.656,59.298
Bosnia and Herzegovina,europe_central_asia,1962,3.68,63.08,2162,FALSE,upper_middle_income,3353228,,129.44,63.331,59.879
Bosnia and Herzegovina,europe_central_asia,1963,3.6,63.7,2361,FALSE,upper_middle_income,3417573,,121.36,63.974,60.429
Bosnia and Herzegovina,europe_central_asia,1964,3.52,64.31,2544,FALSE,upper_middle_income,3478999,,113.89,64.595,60.954
Bosnia and Herzegovina,europe_central_asia,1965,3.42,64.9,2581,FALSE,upper_middle_income,3535632,,106.91,65.204,61.466
Bosnia and Herzegovina,europe_central_asia,1966,3.31,65.49,2717,FALSE,upper_middle_income,3586630,,100.33,65.805,61.975
Bosnia and Herzegovina,europe_central_asia,1967,3.21,66.08,2617,FALSE,upper_middle_income,3632678,,94.04,66.401,62.487
Bosnia and Herzegovina,europe_central_asia,1968,3.11,66.67,2666,FALSE,upper_middle_income,3675448,,87.98,66.994,63.003
Bosnia and Herzegovina,europe_central_asia,1969,3.02,67.26,2819,FALSE,upper_middle_income,3717476,,82.09,67.584,63.524
Bosnia and Herzegovina,europe_central_asia,1970,2.93,67.85,2856,FALSE,upper_middle_income,3760536,,76.38,68.177,64.048
Bosnia and Herzegovina,europe_central_asia,1971,2.84,68.22,2971,FALSE,upper_middle_income,3805286,,70.72,68.775,64.571
Bosnia and Herzegovina,europe_central_asia,1972,2.76,68.57,3035,FALSE,upper_middle_income,3851153,,65.38,69.374,65.082
Bosnia and Herzegovina,europe_central_asia,1973,2.67,68.89,3078,FALSE,upper_middle_income,3897259,,60.44,69.965,65.569
Bosnia and Herzegovina,europe_central_asia,1974,2.58,69.22,3224,FALSE,upper_middle_income,3942221,,55.91,70.54,66.024
Bosnia and Herzegovina,europe_central_asia,1975,2.49,69.53,3256,FALSE,upper_middle_income,3985107,,51.84,71.083,66.431
Bosnia and Herzegovina,europe_central_asia,1976,2.4,69.81,3214,FALSE,upper_middle_income,4025271,,48.25,71.578,66.773
Bosnia and Herzegovina,europe_central_asia,1977,2.32,70.11,3387,FALSE,upper_middle_income,4063188,,45.09,72.017,67.05
Bosnia and Herzegovina,europe_central_asia,1978,2.24,70.41,3524,FALSE,upper_middle_income,4100355,,42.33,72.395,67.266
Bosnia and Herzegovina,europe_central_asia,1979,2.18,70.73,3693,FALSE,upper_middle_income,4138816,,39.9,72.713,67.431
Bosnia and Herzegovina,europe_central_asia,1980,2.12,71.04,3749,FALSE,upper_middle_income,4179850,,37.69,72.982,67.577
Bosnia and Herzegovina,europe_central_asia,1981,2.08,71.34,3777,FALSE,upper_middle_income,4222479,,35.59,73.221,67.748
Bosnia and Herzegovina,europe_central_asia,1982,2.03,71.63,3752,FALSE,upper_middle_income,4265183,,33.52,73.444,67.964
Bosnia and Herzegovina,europe_central_asia,1983,2,71.89,3644,FALSE,upper_middle_income,4307907,,31.45,73.664,68.226
Bosnia and Herzegovina,europe_central_asia,1984,1.96,72.13,3611,FALSE,upper_middle_income,4350566,,29.37,73.881,68.515
Bosnia and Herzegovina,europe_central_asia,1985,1.93,72.39,3558,FALSE,upper_middle_income,4392135,,27.04,74.079,68.755
Bosnia and Herzegovina,europe_central_asia,1986,1.9,72.75,3584,FALSE,upper_middle_income,4435925,,24.92,74.231,68.849
Bosnia and Herzegovina,europe_central_asia,1987,1.87,73.01,3421,FALSE,upper_middle_income,4479516,,22.99,74.322,68.741
Bosnia and Herzegovina,europe_central_asia,1988,1.84,73.24,3244,FALSE,upper_middle_income,4509462,,21.22,74.35,68.428
Bosnia and Herzegovina,europe_central_asia,1989,1.8,73.47,3197,FALSE,upper_middle_income,4507819,,19.61,74.331,67.952
