country_id,country,world_region,economic_organisation,income_groups,main_religion,year,population_male,population_female,income_per_person,life_expectancy,life_expectancy_female,life_expectancy_male,children_per_woman,newborn_mortality,child_mortality,school_years_men,school_years_women,hdi_human_development_index
blz,Belize,america,g77,upper_middle_income,christian,2007,149669,148732,7901,70.65,72.258,66.763,2.89,10.4,20.1,8.3,8.1,0.699
blz,Belize,america,g77,upper_middle_income,christian,2008,153419,152748,7950,70.87,72.364,66.928,2.82,10.1,19.7,8.4,8.2,0.7
blz,Belize,america,g77,upper_middle_income,christian,2009,157161,156764,7808,71.07,72.453,67.046,2.76,9.9,19.3,8.5,8.3,0.7
blz,Belize,america,g77,upper_middle_income,christian,2010,160868,160738,7875,71.38,72.533,67.123,2.72,9.6,18.8,,,0.7
bol,Bolivia,america,g77,lower_middle_income,christian,1960,1829636,1863809,2690,46.37,43.47,40.831,6.7,,290.2,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1961,1865929,1898885,2685,46.74,43.78,41.151,6.67,,284,,,
bol,Bolivia,america,g77,lower_middle_income,Christian,1962,1903233,1934866,2772,47.12,44.099,41.479,6.65,,277.9,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1963,1941590,1971809,2884,47.51,44.427,41.815,6.63,,272.1,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1964,1981056,2009795,2954,47.89,44.765,42.159,6.61,,266.2,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1965,2021697,2048892,3028,48.29,45.112,42.511,6.59,,260.3,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1966,2063532,2089134,3172,48.67,45.469,42.87,6.59,73,254.4,,,
bol,Bolivia,america,g77,lower_middle_income,Christian,1967,2106587,2130543,3292,49.04,45.836,43.237,6.59,70.7,248.4,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1968,2150892,2173170,3489,49.4,46.213,43.61,6.59,68.2,242.5,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1969,2196523,2217068,3559,49.78,46.6,43.991,6.59,65.8,236.4,,,
bol,Bolivia,america,g77,lower_middle_income,christian,1970,2243496,2262279,3655,50.19,46.997,44.378,6.58,63.8,230.4,3.3,1.7,
bol,Bolivia,america,g77,lower_middle_income,Christian,1971,2291805,2308800,3703,50.81,47.404,44.771,6.55,62.1,224.3,3.4,1.8,
bol,Bolivia,america,g77,lower_middle_income,christian,1972,2341468,2356630,3798,51.45,47.819,45.172,6.5,60.9,218.1,3.5,1.9,
bol,Bolivia,america,g77,lower_middle_income,christian,1973,2392597,2405912,3961,52.09,48.243,45.579,6.42,59.7,211.7,3.7,2,
bol,Bolivia,america,g77,lower_middle_income,christian,1974,2445357,2456817,4065,52.74,48.676,45.994,6.31,58.5,205.2,3.8,2.1,
bol,Bolivia,america,g77,lower_middle_income,christian,1975,2499837,2509418,4231,53.39,49.118,46.414,6.18,57.3,198.8,3.9,2.2,
bol,Bolivia,america,g77,lower_middle_income,christian,1976,2556068,2563768,4452,53.98,49.569,46.841,6.04,55.9,192.5,4.1,2.3,
bol,Bolivia,america,g77,lower_middle_income,christian,1977,2613924,2619747,4528,54.52,50.03,47.275,5.9,54.6,186.4,4.2,2.4,
bol,Bolivia,america,g77,lower_middle_income,christian,1978,2673196,2677119,4568,55.02,50.5,47.714,5.76,53.2,180.8,4.3,2.5,
bol,Bolivia,america,g77,lower_middle_income,Christian,1979,2733564,2735562,4463,55.72,50.979,48.159,5.63,51.8,175.4,4.4,2.6,
bol,Bolivia,america,g77,lower_middle_income,christian,1980,2794763,2794804,4330,56.36,51.468,48.61,5.52,50.8,170.5,4.6,2.7,
bol,Bolivia,america,g77,lower_middle_income,christian,1981,2856776,2854827,4289,56.83,51.967,49.068,5.42,49.9,165.8,4.7,2.8,
bol,Bolivia,america,g77,lower_middle_income,christian,1982,2919564,2915618,4032,57.17,52.476,49.532,5.34,49.3,161.3,4.8,2.9,
bol,Bolivia,america,g77,lower_middle_income,christian,1983,2982948,2977012,3789,57.41,52.993,50.003,5.26,48.6,156.9,5,3,
bol,Bolivia,america,g77,lower_middle_income,christian,1984,3046694,3038797,3764,58.12,53.52,50.48,5.19,47.9,152.5,5.1,3.2,
bol,Bolivia,america,g77,lower_middle_income,christian,1985,3110678,3100877,3676,58.67,54.054,50.963,5.13,46.9,147.8,5.2,3.3,
bol,Bolivia,america,g77,lower_middle_income,christian,1986,3174767,3163121,3496,59.2,54.596,51.452,5.07,45.7,143,5.4,3.4,
bol,Bolivia,america,g77,lower_middle_income,christian,1987,3239079,3225656,3521,59.63,55.147,51.947,5.03,44.6,138.1,5.5,3.5,
bol,Bolivia,america,g77,lower_middle_income,christian,1988,3303942,3288850,3583,60.08,55.704,52.446,4.99,43.7,133.3,5.7,3.7,
bol,Bolivia,america,g77,lower_middle_income,christian,1989,3369809,3353235,3607,60.69,56.268,52.951,4.95,42.8,128.5,5.8,3.8,
bol,Bolivia,america,g77,lower_middle_income,christian,1990,3437040,3419203,3707,61.35,56.838,53.459,4.91,42,123.8,5.9,3.9,0.535
bol,Bolivia,america,g77,lower_middle_income,Christian,1991,3505689,3486828,3826,61.89,57.413,53.971,4.87,40.9,119.1,6.1,4.1,0.543
bol,Bolivia,america,g77,lower_middle_income,Christian,1992,3575679,3556016,3814,62.32,57.994,54.488,4.81,39.9,114.6,6.2,4.2,0.549
bol,Bolivia,america,g77,lower_middle_income,christian,1993,3647067,3626771,3899,62.93,58.579,55.007,4.74,39,110.1,6.3,4.3,0.556
bol,Bolivia,america,g77,lower_middle_income,Christian,1994,3719851,3699012,4001,63.66,59.169,55.53,4.66,38.1,105.7,6.5,4.5,0.564
bol,Bolivia,america,g77,lower_middle_income,christian,1995,3794028,3772687,4106,64.3,59.762,56.055,4.58,37,101.3,6.6,4.6,0.571
bol,Bolivia,america,g77,lower_middle_income,christian,1996,3869635,3847813,4202,65.02,60.359,56.583,4.47,35.6,97,6.7,4.8,0.577
bol,Bolivia,america,g77,lower_middle_income,christian,1997,3946562,3924296,4324,65.62,60.958,57.113,4.37,34,92.6,6.9,4.9,0.579
bol,Bolivia,america,g77,lower_middle_income,Christian,1998,4024471,4001789,4453,66.31,61.559,57.645,4.27,32.5,88.3,7,5.1,0.591
bol,Bolivia,america,g77,lower_middle_income,christian,1999,4102886,4079822,4387,67,62.162,58.178,4.16,31,84,7.1,5.2,0.6
bol,Bolivia,america,g77,lower_middle_income,christian,2000,4181464,4158056,4412,67.66,62.767,58.712,4.06,29.9,79.8,7.3,5.3,0.607
bol,Bolivia,america,g77,lower_middle_income,christian,2001,4260055,4236325,4404,68.32,63.372,59.247,3.96,29,75.7,7.4,5.5,0.61
bol,Bolivia,america,g77,lower_middle_income,christian,2002,4338687,4314656,4431,68.76,63.978,59.782,3.87,28.4,71.8,7.5,5.7,0.617
bol,Bolivia,america,g77,lower_middle_income,christian,2003,4417336,4393081,4470,69.26,64.584,60.318,3.77,28,68.1,7.6,5.8,0.62
bol,Bolivia,america,g77,lower_middle_income,christian,2004,4496069,4471668,4575,69.7,65.189,60.854,3.68,27.6,64.5,7.8,6,0.622
bol,Bolivia,america,g77,lower_middle_income,christian,2005,4574929,4550477,4695,70.08,65.796,61.391,3.6,27.1,61.1,7.9,6.1,0.625
bol,Bolivia,america,g77,lower_middle_income,christian,2006,4653865,4629474,4836,70.46,66.406,61.933,3.51,26.3,57.7,8,6.3,0.626
bol,Bolivia,america,g77,lower_middle_income,christian,2007,4732822,4708620,4972,70.72,67.019,62.479,3.43,25.3,54.6,8.2,6.4,0.632
bol,Bolivia,america,g77,lower_middle_income,christian,2008,4811870,4787989,5191,71.05,67.632,63.026,3.35,24.4,51.6,8.3,6.6,0.636
bol,Bolivia,america,g77,lower_middle_income,christian,2009,4891069,4867676,5278,71.35,68.238,63.569,3.27,23.4,48.9,8.4,6.7,0.643
bol,Bolivia,america,g77,lower_middle_income,christian,2010,4970472,4947772,5407,71.64,68.829,64.098,3.2,22.6,46.6,,,0.649
bra,Brazil,america,g77,upper_middle_income,Christian,1960,35952078,36255479,4436,56.84,56.081,52.434,6.21,,171.2,,,
bra,Brazil,america,g77,upper_middle_income,christian,1961,37029933,37321827,4666,57.36,56.669,52.877,6.19,,166.5,,,
bra,Brazil,america,g77,upper_middle_income,christian,1962,38145561,38427687,4827,57.86,57.273,53.313,6.14,,162,,,
bra,Brazil,america,g77,upper_middle_income,christian,1963,39289565,39564455,4701,58.35,57.885,53.738,6.06,50.9,157.9,,,
bra,Brazil,america,g77,upper_middle_income,christian,1964,40448785,40719859,4711,58.83,58.497,54.152,5.95,50.4,154.1,,,
bra,Brazil,america,g77,upper_middle_income,christian,1965,41613329,41884691,4674,59.29,59.109,54.553,5.82,50,150.5,,,
bra,Brazil,america,g77,upper_middle_income,christian,1966,42780912,43056880,4840,59.72,59.719,54.944,5.66,49.8,147,,,
bra,Brazil,america,g77,upper_middle_income,christian,1967,43953251,44238125,4893,60.15,60.326,55.325,5.49,49.6,143.8,,,
bra,Brazil,america,g77,upper_middle_income,christian,1968,45129451,45427599,5220,60.58,60.924,55.696,5.33,49.2,140.6,,,
bra,Brazil,america,g77,upper_middle_income,christian,1969,46309634,46625439,5555,60.99,61.504,56.056,5.17,48.5,137.4,,,
bra,Brazil,america,g77,upper_middle_income,christian,1970,47494555,47832242,5936,61.43,62.05,56.399,5.02,47.7,134,2.5,2.1,
bra,Brazil,america,g77,upper_middle_income,Christian,1971,48682484,49046479,6469,61.84,62.546,56.721,4.9,46.7,130.5,2.6,2.2,
bra,Brazil,america,g77,upper_middle_income,christian,1972,49874582,50269020,7089,62.26,62.985,57.019,4.78,45.6,126.9,2.7,2.3,
bra,Brazil,america,g77,upper_middle_income,christian,1973,51078253,51506026,7912,62.73,63.366,57.293,4.68,44.5,123.4,2.8,2.4,
bra,Brazil,america,g77,upper_middle_income,christian,1974,52303519,52765848,8370,63.21,63.694,57.545,4.59,43.2,120,2.9,2.5,
bra,Brazil,america,g77,upper_middle_income,christian,1975,53557577,54054516,8605,63.65,63.977,57.78,4.5,41.8,116.6,3,2.6,
bra,Brazil,america,g77,upper_middle_income,Christian,1976,54840925,55372151,9284,64.12,64.23,58.004,4.42,40.4,113.1,3.1,2.7,
bra,Brazil,america,g77,upper_middle_income,Christian,1977,56151163,56716704,9522,64.64,64.473,58.223,4.34,39,109.5,3.2,2.8,
bra,Brazil,america,g77,upper_middle_income,christian,1978,57488749,58088919,9770,65.11,64.722,58.445,4.26,37.7,105.6,3.3,2.9,
bra,Brazil,america,g77,upper_middle_income,christian,1979,58853469,59489157,10199,65.54,64.99,58.674,4.17,36.4,101.5,3.4,3,
bra,Brazil,america,g77,upper_middle_income,christian,1980,60243561,60916198,10934,65.86,65.284,58.912,4.07,35.3,97.2,3.5,3.1,
bra,Brazil,america,g77,upper_middle_income,christian,1981,61659968,62370947,10236,66.25,65.606,59.159,3.97,34.1,93,3.6,3.2,
bra,Brazil,america,g77,upper_middle_income,Christian,1982,63098242,63849126,10106,66.43,65.952,59.412,3.85,33,88.8,3.7,3.3,
bra,Brazil,america,g77,upper_middle_income,christian,1983,64544471,65337854,9601,66.63,66.315,59.67,3.72,31.8,84.9,3.8,3.5,
bra,Brazil,america,g77,upper_middle_income,christian,1984,65980448,66820241,9925,66.73,66.694,59.935,3.59,30.7,81.2,3.9,3.6,
bra,Brazil,america,g77,upper_middle_income,christian,1985,67392604,68283675,10508,66.99,67.088,60.205,3.45,29.5,77.9,4,3.7,
bra,Brazil,america,g77,upper_middle_income,Christian,1986,68776053,69723416,11093,67.39,67.493,60.479,3.31,28.5,74.9,4.1,3.8,
bra,Brazil,america,g77,upper_middle_income,christian,1987,70132513,71140978,11281,67.69,67.907,60.759,3.17,27.4,72,4.2,4,
bra,Brazil,america,g77,upper_middle_income,christian,1988,71463557,72537983,11076,68.03,68.327,61.047,3.04,26.4,69.4,4.3,4.1,
bra,Brazil,america,g77,upper_middle_income,christian,1989,72773387,73918590,11241,68.37,68.754,61.349,2.92,25.3,66.8,4.4,4.2,
bra,Brazil,america,g77,upper_middle_income,christian,1990,74065784,75286360,10345,68.52,69.191,61.673,2.81,24.3,64.2,4.6,4.4,0.611
bra,Brazil,america,g77,upper_middle_income,christian,1991,75337894,76638686,10320,68.85,69.641,62.03,2.72,23.3,61.4,4.7,4.5,0.615
bra,Brazil,america,g77,upper_middle_income,christian,1992,76589450,77974826,10100,69.02,70.107,62.424,2.64,22.4,58.4,4.8,4.6,0.622
bra,Brazil,america,g77,upper_middle_income,christian,1993,77830181,79302497,10398,69.23,70.589,62.855,2.58,21.5,55.3,4.9,4.8,0.631
bra,Brazil,america,g77,upper_middle_income,christian,1994,79073048,80632079,10776,69.47,71.083,63.32,2.54,20.7,52.2,5,4.9,0.64
bra,Brazil,america,g77,upper_middle_income,christian,1995,80326479,81970128,11072,69.74,71.584,63.809,2.5,20,49.1,5.1,5.1,0.649
bra,Brazil,america,g77,upper_middle_income,christian,1996,81593981,83319326,11137,70.05,72.085,64.314,2.49,19.3,46,5.2,5.2,0.656
bra,Brazil,america,g77,upper_middle_income,christian,1997,82870272,84674885,11335,70.42,72.581,64.82,2.46,18.5,43.2,5.4,5.3,0.664
bra,Brazil,america,g77,upper_middle_income,christian,1998,84144041,86026596,11197,70.75,73.062,65.317,2.43,17.8,40.6,5.5,5.5,0.671
bra,Brazil,america,g77,upper_middle_income,christian,1999,85399151,87360093,11081,71.06,73.527,65.796,2.37,17,38.1,5.6,5.6,0.677
bra,Brazil,america,g77,upper_middle_income,christian,2000,86623241,88664347,11371,71.44,73.969,66.252,2.3,16,35.8,5.7,5.8,0.685
bra,Brazil,america,g77,upper_middle_income,christian,2001,87813754,89936916,11369,71.83,74.388,66.685,2.23,14.9,33.6,5.8,5.9,0.692
bra,Brazil,america,g77,upper_middle_income,christian,2002,88972140,91178889,11560,72.13,74.788,67.098,2.16,13.9,31.5,6,6.1,0.699
bra,Brazil,america,g77,upper_middle_income,christian,2003,90095058,92387089,11543,72.39,75.17,67.498,2.1,13,29.6,6.1,6.2,0.695
bra,Brazil,america,g77,upper_middle_income,Christian,2004,91179698,93558763,12058,72.67,75.537,67.886,2.03,12.2,27.8,6.2,6.4,0.694
bra,Brazil,america,g77,upper_middle_income,christian,2005,92224756,94692614,12299,72.98,75.892,68.266,1.98,11.5,26.1,6.3,6.5,0.698
bra,Brazil,america,g77,upper_middle_income,christian,2006,93226928,95785486,12645,73.25,76.241,68.643,1.93,10.8,24.5,6.4,6.7,0.7
bra,Brazil,america,g77,upper_middle_income,christian,2007,94187803,96838833,13271,73.5,76.585,69.019,1.88,10.4,23.2,6.6,6.8,0.704
bra,Brazil,america,g77,upper_middle_income,christian,2008,95117174,97861860,13806,73.76,76.926,69.395,1.85,10.3,21.9,6.7,7,0.714
bra,Brazil,america,g77,upper_middle_income,christian,2009,96028651,98867350,13653,73.98,77.262,69.767,1.82,10.5,20.8,6.8,7.2,0.716
bra,Brazil,america,g77,upper_middle_income,christian,2010,96931916,99864355,14539,74.19,77.589,70.132,1.81,10.7,19.8,,,0.724
brb,Barbados,america,g77,high_income,christian,1960,103459,127475,4992,64.5,63.025,58.56,4.33,,83.7,,,
brb,Barbados,america,g77,high_income,christian,1961,104009,127666,5363,65.04,63.5,59.039,4.31,,78,,,
brb,Barbados,america,g77,high_income,christian,1962,104917,127671,5829,65.56,63.978,59.523,4.27,,73.1,,,
brb,Barbados,america,g77,high_income,christian,1963,106049,127540,5511,66.06,64.46,60.013,4.2,,68.7,,,
brb,Barbados,america,g77,high_income,christian,1964,107208,127340,5766,66.56,64.946,60.508,4.09,,64.8,,,
brb,Barbados,america,g77,high_income,christian,1965,108244,127126,6405,67.04,65.428,61.002,3.96,,61.3,,,
brb,Barbados,america,g77,high_income,christian,1966,109117,126928,6645,67.5,65.901,61.484,3.81,,58.2,,,
brb,Barbados,america,g77,high_income,christian,1967,109873,126746,7338,67.97,66.357,61.948,3.64,,55.5,,,
brb,Barbados,america,g77,high_income,christian,1968,110588,126615,7830,68.41,66.792,62.386,3.46,31.3,53,,,
brb,Barbados,america,g77,high_income,christian,1969,111350,126553,8398,68.86,67.202,62.797,3.28,29.8,50.5,,,
brb,Barbados,america,g77,high_income,christian,1970,112247,126593,9165,69.28,67.589,63.181,3.11,28.3,48.1,,,
brb,Barbados,america,g77,high_income,christian,1971,113307,126727,9266,69.65,67.956,63.542,2.95,27.1,45.7,,,
brb,Barbados,america,g77,high_income,christian,1972,114486,126960,9308,69.99,68.309,63.887,2.79,25.9,43.4,,,
brb,Barbados,america,g77,high_income,christian,1973,115672,127310,9443,70.28,68.651,64.222,2.65,24.9,41.1,,,
brb,Barbados,america,g77,high_income,christian,1974,116747,127794,10656,70.59,68.987,64.55,2.51,23.9,38.8,,,
brb,Barbados,america,g77,high_income,christian,1975,117624,128415,10392,70.95,69.317,64.873,2.39,22.9,36.7,,,
brb,Barbados,america,g77,high_income,christian,1976,118257,129189,10805,71.18,69.642,65.191,2.29,21.8,34.6,,,
brb,Barbados,america,g77,high_income,christian,1977,118695,130091,11192,71.5,69.96,65.503,2.2,20.5,32.5,,,
brb,Barbados,america,g77,high_income,christian,1978,119006,131028,11726,71.89,70.271,65.807,2.12,19.3,30.6,,,
brb,Barbados,america,g77,high_income,christian,1979,119299,131877,12610,72.29,70.575,66.103,2.06,18.2,28.9,,,
brb,Barbados,america,g77,high_income,christian,1980,119648,132544,13145,72.64,70.872,66.392,2,17.3,27.2,,,
brb,Barbados,america,g77,high_income,christian,1981,120075,133005,12815,72.96,71.162,66.675,1.96,16.5,25.9,,,
brb,Barbados,america,g77,high_income,christian,1982,120567,133266,12092,73.19,71.446,66.951,1.92,15.8,24.7,,,
brb,Barbados,america,g77,high_income,christian,1983,121103,133407,12044,73.22,71.722,67.221,1.89,15.4,23.7,,,
brb,Barbados,america,g77,high_income,christian,1984,121678,133520,12357,73.27,71.993,67.485,1.86,15,22.8,,,
brb,Barbados,america,g77,high_income,christian,1985,122266,133668,12380,73.24,72.257,67.743,1.83,14.6,22,,,
brb,Barbados,america,g77,high_income,christian,1986,122873,133865,12899,73.27,72.517,67.996,1.81,14.2,21.2,,,
brb,Barbados,america,g77,high_income,christian,1987,123508,134103,13117,73.29,72.771,68.243,1.78,13.8,20.4,,,
brb,Barbados,america,g77,high_income,christian,1988,124143,134384,13463,73.37,73.02,68.484,1.77,13.1,19.6,,,
brb,Barbados,america,g77,high_income,christian,1989,124755,134698,13838,73.45,73.264,68.72,1.75,12.4,18.7,,,
brb,Barbados,america,g77,high_income,Christian,1990,125317,135052,13298,73.54,73.505,68.95,1.74,11.6,17.8,,,0.714
brb,Barbados,america,g77,high_income,christian,1991,125824,135470,12736,73.58,73.741,69.177,1.73,11,17,,,0.716
brb,Barbados,america,g77,high_income,Christian,1992,126266,135924,11968,73.55,73.974,69.4,1.73,10.4,16.2,,,0.716
brb,Barbados,america,g77,high_income,christian,1993,126679,136415,12022,73.58,74.202,69.618,1.73,9.9,15.6,,,0.72
brb,Barbados,america,g77,high_income,christian,1994,127080,136933,12220,73.5,74.425,69.832,1.73,9.5,15.1,,,0.725
brb,Barbados,america,g77,high_income,Christian,1995,127494,137469,12423,73.71,74.641,70.04,1.73,9.2,14.7,,,0.729
brb,Barbados,america,g77,high_income,christian,1996,127921,138020,12868,74.01,74.849,70.241,1.73,8.9,14.5,,,0.733
brb,Barbados,america,g77,high_income,christian,1997,128360,138581,13427,74.31,75.048,70.433,1.74,8.7,14.4,,,0.738
brb,Barbados,america,g77,high_income,christian,1998,128811,139146,13877,74.6,75.237,70.617,1.74,8.6,14.4,,,0.734
brb,Barbados,america,g77,high_income,christian,1999,129230,139685,13872,74.86,75.418,70.792,1.74,8.6,14.6,,,0.741
brb,Barbados,america,g77,high_income,Christian,2000,129632,140204,14440,74.87,75.592,70.96,1.74,8.7,14.8,,,0.75
brb,Barbados,america,g77,high_income,christian,2001,130016,140669,14054,75.28,75.76,71.121,1.75,8.8,15,,,0.749
brb,Barbados,america,g77,high_income,christian,2002,130369,141107,14124,75.48,75.927,71.279,1.75,9.2,15.2,,,0.753
brb,Barbados,america,g77,high_income,christian,2003,130723,141535,14390,75.67,76.094,71.434,1.75,9.5,15.4,,,0.757
brb,Barbados,america,g77,high_income,christian,2004,131102,141989,14547,75.77,76.261,71.589,1.76,9.8,15.5,,,0.761
brb,Barbados,america,g77,high_income,christian,2005,131533,142479,15074,75.9,76.431,71.744,1.76,10,15.4,,,0.766
brb,Barbados,america,g77,high_income,christian,2006,132016,143023,15868,76.02,76.603,71.899,1.76,9.9,15.2,,,0.771
brb,Barbados,america,g77,high_income,Christian,2007,132546,143608,16083,76.22,76.776,72.054,1.77,9.8,15,,,0.775
brb,Barbados,america,g77,high_income,christian,2008,133099,144223,16079,76.48,76.949,72.21,1.77,9.5,14.7,,,0.779
brb,Barbados,america,g77,high_income,christian,2009,133640,144829,15365,76.63,77.122,72.365,1.78,9.3,14.5,,,0.781
brb,Barbados,america,g77,high_income,christian,2010,134147,145421,15346,76.68,77.293,72.521,1.78,9.1,14.2,,,0.78
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1960,42184,39565,67009,61.04,63.976,61.095,6.49,,76.962,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1961,44162,41432,68152,61.59,64.5,61.667,6.49,,72.104,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1962,46182,43342,69315,62.12,65.008,62.212,6.45,,67.602,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1963,48267,45304,70497,62.63,65.496,62.724,6.36,,63.564,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1964,50476,47380,71698,63.11,65.963,63.201,6.23,,60.031,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1965,52832,49594,72920,63.56,66.408,63.644,6.07,,56.989,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1966,55357,51951,74162,63.99,66.835,64.057,5.92,,54.364,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1967,58044,54447,75425,64.41,67.247,64.45,5.8,,52.006,,,
brn,Brunei,east_asia_pacific,g77,high_income,Muslim,1968,60875,57071,76709,64.8,67.648,64.831,5.74,,49.787,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1969,63799,59851,78015,65.19,68.041,65.205,5.73,,45.919,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1970,66825,62756,79342,65.58,68.427,65.573,5.75,,42.352,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1971,69900,65827,83839,66.19,68.805,65.936,5.77,,39.062,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1972,73036,69033,88651,67.07,69.175,66.293,5.76,,36.027,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1973,76286,72269,93400,68.1,69.537,66.641,5.69,,33.229,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1974,79713,75397,100309,69.03,69.89,66.982,5.56,,30.647,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1975,83347,78332,96790,69.23,70.235,67.315,5.37,,28.267,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1976,87229,81004,111913,69.33,70.573,67.641,5.13,,26.071,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1977,91301,83465,119605,69.17,70.904,67.96,4.88,,24.045,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1978,95427,85834,123286,69.23,71.228,68.271,4.65,,22.177,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1979,99408,88242,146055,69.54,71.545,68.577,4.43,,20.455,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1980,103120,90825,131597,69.9,71.856,68.876,4.25,,18.866,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1981,106485,93608,102407,70.22,72.16,69.168,4.1,,17.4,,,
brn,Brunei,east_asia_pacific,g77,high_income,Muslim,1982,109566,96562,103511,70.54,72.458,69.454,3.99,,16.2,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1983,112495,99653,101260,71.13,72.751,69.735,3.91,,15.6,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1984,115450,102785,99186,71.74,73.037,70.009,3.84,,15.1,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1985,118581,105929,95126,72.25,73.317,70.277,3.79,,14.6,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1986,121896,109085,90080,72.63,73.592,70.54,3.76,,14.2,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1987,125366,112255,89416,72.99,73.862,70.798,3.72,,13.8,,,
brn,Brunei,east_asia_pacific,g77,high_income,Muslim,1988,128969,115498,87958,73.35,74.126,71.05,3.67,,13.5,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1989,132681,118835,84681,73.46,74.385,71.297,3.61,,13.4,,,
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1990,136464,122315,84672,73.53,74.639,71.539,3.53,6.4,13.3,,,0.782
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1991,140361,125907,84880,73.47,74.889,71.777,3.44,6.2,13.3,,,0.787
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1992,144348,129620,86423,73.6,75.134,72.009,3.32,6,13.2,,,0.792
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1993,148283,133472,84290,73.82,75.374,72.237,3.2,5.8,13.1,,,0.797
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1994,151998,137534,84607,74.1,75.61,72.461,3.06,5.6,12.9,,,0.801
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1995,155369,141825,86116,74.4,75.842,72.681,2.93,5.4,12.7,,,0.805
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1996,158318,146379,86412,74.67,76.069,72.897,2.78,5.2,12.4,,,0.807
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1997,160910,151132,83138,75.12,76.293,73.109,2.63,5.1,12.2,,,0.81
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1998,163345,155886,80813,75.54,76.512,73.317,2.49,5,12,,,0.812
brn,Brunei,east_asia_pacific,g77,high_income,muslim,1999,165889,160397,81476,75.86,76.727,73.522,2.36,4.9,11.9,,,0.818
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2000,168754,164492,82050,76,76.942,73.726,2.22,4.9,11.8,,,0.819
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2001,172014,168101,82597,76.26,77.16,73.934,2.12,4.9,11.8,,,0.82
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2002,175591,171281,84125,76.49,77.381,74.144,2.03,4.9,11.8,,,0.823
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2003,179328,174059,84971,76.65,77.603,74.354,1.95,4.9,11.8,,,0.828
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2004,182990,176532,83942,76.75,77.82,74.558,1.89,4.9,11.7,,,0.834
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2005,186402,178762,82967,76.79,78.018,74.745,1.85,4.9,11.5,,,0.837
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2006,189536,180717,85425,76.77,78.183,74.898,1.82,4.9,11.3,,,0.84
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2007,192426,182432,84504,76.77,78.306,75.013,1.81,4.8,11.1,,,0.84
brn,Brunei,east_asia_pacific,g77,high_income,muslim,2008,195174,184083,81906,76.87,78.386,75.086,1.81,4.7,10.9,,,0.841
brn,Brunei,east_asia_pacific,g77,high_income,Muslim,2009,197884,185887,79513,76.93,78.429,75.125,1.82,4.7,10.7,,,0.845
